pmid,year,title,abstract,text,label
41469479,2025,The metabolomic profile of psoriatic arthritis patients unveils the unbalance of disease-related molecules and pathways.,"Among the unmet needs in psoriatic arthritis (PsA), the precise mechanisms underlying the contribution of genetic susceptibility, environmental triggers and systemic inflammation are still under investigation. As a complex and multi-factorial condition, metabolomics in PsA may offer additional insight into pathways driving the pathogenesis, allowing for a better understanding of the disease-related variations downstream of the genome and proteome. In this study, the serum metabolomics profile of PsA was compared with healthy controls, by nuclear magnetic resonance spectroscopy (<sup>1</sup>H-NMR). Twenty-nine PsA patients according to CASPAR criteria and DAPSA > 14 score plus 33 healthy controls matched for mean age and gender ratio, were enrolled. The sera metabolomics profile was analysed with a Varian Unity Inova 500 MHz NMR spectrometer, combined with multivariate statistical analysis (MVA). The MetaboAnalyst program was used to generate ROC curves and to perform the enrichment analysis. The OPLS-DA models exhibited a clear separation between the two groups, and the metabolomic profile of PsA patients was characterized by a significant increase in glucose and glycyl proline, and a significant decrease in alanine, glutamine, methionine, serine and the branched-chain amino acids leucine, isoleucine and valine. The ROC curve was 0.842 (95% CI 0.735-0.949), and a significant direct correlation of alanine and leucine levels with the DAPSA score was recorded. Finally, the enrichment analysis unveiled that in PsA patients, the most enriched pathways were glucose-alanine cycle, glycine and serine, glutathione, selenoamino acid, alanine and tryptophan metabolism, with a close relationship between pathways. The metabolomic profiling in PsA may offer additional insight to elucidate the metabolite unbalance on inflammatory burden, oxidative stress, energy and collagen metabolism, but also on peculiar features of the disease, such as metabolic disorders and diabetes.","The metabolomic profile of psoriatic arthritis patients unveils the unbalance of disease-related molecules and pathways. Among the unmet needs in psoriatic arthritis (PsA), the precise mechanisms underlying the contribution of genetic susceptibility, environmental triggers and systemic inflammation are still under investigation. As a complex and multi-factorial condition, metabolomics in PsA may offer additional insight into pathways driving the pathogenesis, allowing for a better understanding of the disease-related variations downstream of the genome and proteome. In this study, the serum metabolomics profile of PsA was compared with healthy controls, by nuclear magnetic resonance spectroscopy (<sup>1</sup>H-NMR). Twenty-nine PsA patients according to CASPAR criteria and DAPSA > 14 score plus 33 healthy controls matched for mean age and gender ratio, were enrolled. The sera metabolomics profile was analysed with a Varian Unity Inova 500 MHz NMR spectrometer, combined with multivariate statistical analysis (MVA). The MetaboAnalyst program was used to generate ROC curves and to perform the enrichment analysis. The OPLS-DA models exhibited a clear separation between the two groups, and the metabolomic profile of PsA patients was characterized by a significant increase in glucose and glycyl proline, and a significant decrease in alanine, glutamine, methionine, serine and the branched-chain amino acids leucine, isoleucine and valine. The ROC curve was 0.842 (95% CI 0.735-0.949), and a significant direct correlation of alanine and leucine levels with the DAPSA score was recorded. Finally, the enrichment analysis unveiled that in PsA patients, the most enriched pathways were glucose-alanine cycle, glycine and serine, glutathione, selenoamino acid, alanine and tryptophan metabolism, with a close relationship between pathways. The metabolomic profiling in PsA may offer additional insight to elucidate the metabolite unbalance on inflammatory burden, oxidative stress, energy and collagen metabolism, but also on peculiar features of the disease, such as metabolic disorders and diabetes.",genetics_molecular
41469385,2025,Monomethyl fumarate confers cardioprotection after myocardial infarction via HCAR2-dependent activation of PI3K/Akt signaling.,"Monomethyl fumarate (MMF), the active metabolite of dimethyl fumarate, an immunomodulatory drug approved for multiple sclerosis and psoriasis, has emerging potential in ischemic heart disease. We investigated whether MMF can attenuate myocardial infarction (MI) injury and delineated the underlying mechanisms, focusing on hydroxycarboxylic acid receptor 2 (HCAR2, also known as GPR109A) and PI3K/Akt signaling. In a mouse MI model induced by permanent left anterior descending coronary artery ligation, MMF administration prior to ischemia significantly preserved left ventricular function and reduced cardiomyocyte apoptosis compared with untreated MI. Echocardiography and pressure-volume loop analyses demonstrated higher ejection fraction and cardiac output in MMF-treated MI mice, accompanied by attenuation of adverse ventricular remodeling. TUNEL staining and analysis of apoptotic markers showed that MMF decreased myocardial cell death and caspase-3 activation in vivo, while concomitantly upregulating HCAR2 expression and enhancing Akt phosphorylation in ischemic myocardium. In vitro, MMF protected HL-1 cardiomyocytes from CoCl₂-induced hypoxic injury, improving cell viability and reducing apoptosis, as evidenced by fewer TUNEL-positive cells and a lower Bax/Bcl-2 ratio compared with hypoxia alone. Pharmacological inhibition of Gi-coupled signaling with pertussis toxin or siRNA-mediated knockdown of HCAR2 abolished MMF's cytoprotective effects and blunted MMF-induced Akt phosphorylation, and PI3K/Akt pathway inhibition eliminated MMF's anti-apoptotic benefits in vitro. Collectively, these findings demonstrate that MMF markedly reduces ischemic cardiomyocyte injury via an HCAR2-dependent mechanism involving activation of the pro-survival PI3K/Akt pathway, establishing a novel cardioprotective role for MMF and supporting its translational potential as a therapeutic strategy to mitigate acute MI injury.","Monomethyl fumarate confers cardioprotection after myocardial infarction via HCAR2-dependent activation of PI3K/Akt signaling. Monomethyl fumarate (MMF), the active metabolite of dimethyl fumarate, an immunomodulatory drug approved for multiple sclerosis and psoriasis, has emerging potential in ischemic heart disease. We investigated whether MMF can attenuate myocardial infarction (MI) injury and delineated the underlying mechanisms, focusing on hydroxycarboxylic acid receptor 2 (HCAR2, also known as GPR109A) and PI3K/Akt signaling. In a mouse MI model induced by permanent left anterior descending coronary artery ligation, MMF administration prior to ischemia significantly preserved left ventricular function and reduced cardiomyocyte apoptosis compared with untreated MI. Echocardiography and pressure-volume loop analyses demonstrated higher ejection fraction and cardiac output in MMF-treated MI mice, accompanied by attenuation of adverse ventricular remodeling. TUNEL staining and analysis of apoptotic markers showed that MMF decreased myocardial cell death and caspase-3 activation in vivo, while concomitantly upregulating HCAR2 expression and enhancing Akt phosphorylation in ischemic myocardium. In vitro, MMF protected HL-1 cardiomyocytes from CoCl₂-induced hypoxic injury, improving cell viability and reducing apoptosis, as evidenced by fewer TUNEL-positive cells and a lower Bax/Bcl-2 ratio compared with hypoxia alone. Pharmacological inhibition of Gi-coupled signaling with pertussis toxin or siRNA-mediated knockdown of HCAR2 abolished MMF's cytoprotective effects and blunted MMF-induced Akt phosphorylation, and PI3K/Akt pathway inhibition eliminated MMF's anti-apoptotic benefits in vitro. Collectively, these findings demonstrate that MMF markedly reduces ischemic cardiomyocyte injury via an HCAR2-dependent mechanism involving activation of the pro-survival PI3K/Akt pathway, establishing a novel cardioprotective role for MMF and supporting its translational potential as a therapeutic strategy to mitigate acute MI injury.",genetics_molecular
41468944,2025,Dissecting the genetic relationship between severe mental disorders and autoimmune diseases.,"Severe mental disorders have been linked to immune system dysfunction. While a genetic association between mental disorders and autoimmune diseases has been suggested, their genetic relationship remains incompletely understood. Utilizing a complementary set of statistical analyses, we conducted a comprehensive investigation of the genetic architecture between severe mental disorders (major depression (MD), bipolar disorder (BD), and schizophrenia (SCZ)) and seven autoimmune diseases (autoimmune thyroiditis, celiac disease, inflammatory bowel disease (IBD), multiple sclerosis, psoriasis, rheumatoid arthritis, and type 1 diabetes), involving a total of 667,518 cases from 10 genome-wide association studies. While MD was positively genetically correlated with five autoimmune diseases, BD and SCZ were only positively correlated with IBD, suggesting differences in the genetic signal shared with autoimmunity across these mental disorders. A considerable fraction of genetic variants influencing autoimmune diseases (range 17.1-88.4 %) was estimated to overlap with mental disorders; however, this constitutes only a minor part of genetic variants influencing the more polygenic mental disorders. Finally, we identified 172 genetic loci jointly affecting mental disorders and autoimmune diseases, implicating both lipid metabolism and TNF signaling. In conclusion, MD, BD, and SCZ have a small but distinct genetic overlap with autoimmune diseases, which may inform new possible immune targets for treatment in mental illness.","Dissecting the genetic relationship between severe mental disorders and autoimmune diseases. Severe mental disorders have been linked to immune system dysfunction. While a genetic association between mental disorders and autoimmune diseases has been suggested, their genetic relationship remains incompletely understood. Utilizing a complementary set of statistical analyses, we conducted a comprehensive investigation of the genetic architecture between severe mental disorders (major depression (MD), bipolar disorder (BD), and schizophrenia (SCZ)) and seven autoimmune diseases (autoimmune thyroiditis, celiac disease, inflammatory bowel disease (IBD), multiple sclerosis, psoriasis, rheumatoid arthritis, and type 1 diabetes), involving a total of 667,518 cases from 10 genome-wide association studies. While MD was positively genetically correlated with five autoimmune diseases, BD and SCZ were only positively correlated with IBD, suggesting differences in the genetic signal shared with autoimmunity across these mental disorders. A considerable fraction of genetic variants influencing autoimmune diseases (range 17.1-88.4 %) was estimated to overlap with mental disorders; however, this constitutes only a minor part of genetic variants influencing the more polygenic mental disorders. Finally, we identified 172 genetic loci jointly affecting mental disorders and autoimmune diseases, implicating both lipid metabolism and TNF signaling. In conclusion, MD, BD, and SCZ have a small but distinct genetic overlap with autoimmune diseases, which may inform new possible immune targets for treatment in mental illness.",genetics_molecular
41468295,2025,Epidermal resident memory T cell fitness requires antigen encounter in the skin.,"CD8<sup>+</sup> tissue-resident memory T cells (T<sub>RM</sub>) develop from effectors that seed peripheral tissues where they persist providing defense against subsequent challenges. T<sub>RM</sub> persistence requires autocrine TGFβ transactivated by integrins expressed on keratinocytes. T<sub>RM</sub> precursors that encounter antigen in the epidermis during development outcompete bystander T<sub>RM</sub> for TGFβ resulting in enhanced persistence. ScRNA-seq analysis of epidermal T<sub>RM</sub> revealed that local antigen experience in the skin resulted in an enhanced differentiation signature in comparison with bystanders. Upon recall, T<sub>RM</sub> displayed greater proliferation dictated by affinity of antigen experienced during epidermal development. Finally, local antigen experienced T<sub>RM</sub> differentially expressed TGFβRIII, which increases avidity of the TGFβRI/II receptor complex for TGFβ. Selective ablation of <i>Tgfbr3</i> reduced local antigen experienced T<sub>RM</sub> capacity to persist, rendering them phenotypically like bystander T<sub>RM</sub>. Thus, antigen-driven TCR signaling in the epidermis during T<sub>RM</sub> differentiation results in a lower TGFβ requirement for persistence and increased proliferative capacity that together enhance epidermal T<sub>RM</sub> fitness.","Epidermal resident memory T cell fitness requires antigen encounter in the skin. CD8<sup>+</sup> tissue-resident memory T cells (T<sub>RM</sub>) develop from effectors that seed peripheral tissues where they persist providing defense against subsequent challenges. T<sub>RM</sub> persistence requires autocrine TGFβ transactivated by integrins expressed on keratinocytes. T<sub>RM</sub> precursors that encounter antigen in the epidermis during development outcompete bystander T<sub>RM</sub> for TGFβ resulting in enhanced persistence. ScRNA-seq analysis of epidermal T<sub>RM</sub> revealed that local antigen experience in the skin resulted in an enhanced differentiation signature in comparison with bystanders. Upon recall, T<sub>RM</sub> displayed greater proliferation dictated by affinity of antigen experienced during epidermal development. Finally, local antigen experienced T<sub>RM</sub> differentially expressed TGFβRIII, which increases avidity of the TGFβRI/II receptor complex for TGFβ. Selective ablation of <i>Tgfbr3</i> reduced local antigen experienced T<sub>RM</sub> capacity to persist, rendering them phenotypically like bystander T<sub>RM</sub>. Thus, antigen-driven TCR signaling in the epidermis during T<sub>RM</sub> differentiation results in a lower TGFβ requirement for persistence and increased proliferative capacity that together enhance epidermal T<sub>RM</sub> fitness.",immune_inflammation
41468253,2025,"The interaction between the Mediterranean diet, obesity, and disease severity: A case-control study on psoriatic patients.","<b>Background:</b> Psoriasis is a chronic inflammatory disease that can be influenced by nutritional status and dietary habits. In particular, adherence to the Mediterranean diet, known for its anti-inflammatory properties, is increasingly being investigated in relation to disease severity and nutritional status. <b>Aims:</b> This case-control study, including 50 psoriatic patients and 40 healthy controls, aimed to examine the correlation between adherence to the Mediterranean diet and disease severity, nutritional status, and disease presence in patients with psoriasis. <b>Methods:</b> The clinical severity of psoriasis was assessed using the Psoriasis Area and Severity Index (PASI) score. Anthropometric measurements were taken, and body composition was determined using bioelectrical impedance analysis. All participants' Mediterranean Diet Adherence Screener (PREDIMED) scores and 24-h food consumption records were evaluated. <b>Results:</b> The body weight (BW), waist circumference (WC), hip circumference (HC), and fat mass (FM) values of psoriatic patients were found to be significantly higher than those of the healthy control group (<i>p</i> < 0.05). The PREDIMED score of psoriatic patients was found to be significantly lower than that of the control group (<i>p</i> < 0.001). A negative correlation was observed between the PREDIMED score and BW, FM, and HC (<i>p</i> < 0.05). PASI levels decreased as PREDIMED scores increased (r = -0.314, <i>p</i> = 0.048). According to logistic regression analysis, after adjusting for age and sex, the likelihood of being healthy was approximately 6.363 times higher in those with high adherence to the Mediterranean diet (<i>p</i> < 0.001). <b>Conclusion:</b> When psoriatic patients were compared with healthy controls, significant differences were observed in PREDIMED scores. Notably, greater adherence to the Mediterranean diet was associated with reduced disease severity, suggesting a potential mitigating effect even in the presence of obesity.","The interaction between the Mediterranean diet, obesity, and disease severity: A case-control study on psoriatic patients. <b>Background:</b> Psoriasis is a chronic inflammatory disease that can be influenced by nutritional status and dietary habits. In particular, adherence to the Mediterranean diet, known for its anti-inflammatory properties, is increasingly being investigated in relation to disease severity and nutritional status. <b>Aims:</b> This case-control study, including 50 psoriatic patients and 40 healthy controls, aimed to examine the correlation between adherence to the Mediterranean diet and disease severity, nutritional status, and disease presence in patients with psoriasis. <b>Methods:</b> The clinical severity of psoriasis was assessed using the Psoriasis Area and Severity Index (PASI) score. Anthropometric measurements were taken, and body composition was determined using bioelectrical impedance analysis. All participants' Mediterranean Diet Adherence Screener (PREDIMED) scores and 24-h food consumption records were evaluated. <b>Results:</b> The body weight (BW), waist circumference (WC), hip circumference (HC), and fat mass (FM) values of psoriatic patients were found to be significantly higher than those of the healthy control group (<i>p</i> < 0.05). The PREDIMED score of psoriatic patients was found to be significantly lower than that of the control group (<i>p</i> < 0.001). A negative correlation was observed between the PREDIMED score and BW, FM, and HC (<i>p</i> < 0.05). PASI levels decreased as PREDIMED scores increased (r = -0.314, <i>p</i> = 0.048). According to logistic regression analysis, after adjusting for age and sex, the likelihood of being healthy was approximately 6.363 times higher in those with high adherence to the Mediterranean diet (<i>p</i> < 0.001). <b>Conclusion:</b> When psoriatic patients were compared with healthy controls, significant differences were observed in PREDIMED scores. Notably, greater adherence to the Mediterranean diet was associated with reduced disease severity, suggesting a potential mitigating effect even in the presence of obesity.",clinical_comorbidity
41467275,2025,Impact of urogenital and enterocolitic infections on the onset and evolution of ankylosing spondylitis and psoriatic arthritis.,"Infections such as Chlamydiatrachomatis and Yersiniaenterocolitica are recognized triggers of reactive arthritis, but their role in chronic spondyloarthritis (SpA)-including ankylosing spondylitis (AS) and psoriatic arthritis (PsA)-remains incompletely defined.","Impact of urogenital and enterocolitic infections on the onset and evolution of ankylosing spondylitis and psoriatic arthritis. Infections such as Chlamydiatrachomatis and Yersiniaenterocolitica are recognized triggers of reactive arthritis, but their role in chronic spondyloarthritis (SpA)-including ankylosing spondylitis (AS) and psoriatic arthritis (PsA)-remains incompletely defined.",clinical_comorbidity
41466856,2025,Inflammatory Skin Disease in Latin America: Treatment Challenges and Opportunities.,"Inflammatory skin diseases, including psoriasis (PsO), atopic dermatitis (AD), hidradenitis suppurativa (HS), and alopecia areata (AA), are chronic immune-mediated disorders that substantially impair the quality of life and impose a growing socioeconomic burden. In Latin America (LA), these conditions unfold in the context of structural inequality, fragmented health systems, and limited epidemiological data. Our objective was to review the epidemiology, awareness, and treatment landscape of PsO, AD, HS, and AA in Latin America, highlighting regional guidelines, real-world studies, and unmet needs. A narrative review was performed by integrating data from peer-reviewed publications, national and regional guidelines, registry analyses, and real-world studies published until 2025. The prevalence of PsO in LA ranges from 0.5% to 2%, AD affects 2-3% of adults, HS prevalence is estimated at 0.3-0.5%, and AA lifetime risk approximates 1-2%. Across conditions, awareness among patients and non-specialists remains low, contributing to delayed diagnosis and undertreatment. National guidelines, recently updated in Argentina, Brazil, Colombia, and Mexico, broadly align with international standards, adapting recommendations to local resource and reimbursement constraints. Biologic and targeted therapies have transformed disease management; however, access remains inequitable, limited by high costs, fragmented insurance systems, and slow regulatory approval processes. Emerging real-world evidence from registries such as MEASURE-AD, RENAAC (AA), and national HS cohorts confirms therapeutic benefit but highlights persistent disparities and data gaps. Despite major advances in therapeutic innovation, LA faces continuing inequities in access and outcomes for inflammatory skin diseases. Coordinated regional registries, harmonized clinical guidelines, and policy reforms to accelerate drug approval and reimbursement are essential to achieve equitable dermatologic care.","Inflammatory Skin Disease in Latin America: Treatment Challenges and Opportunities. Inflammatory skin diseases, including psoriasis (PsO), atopic dermatitis (AD), hidradenitis suppurativa (HS), and alopecia areata (AA), are chronic immune-mediated disorders that substantially impair the quality of life and impose a growing socioeconomic burden. In Latin America (LA), these conditions unfold in the context of structural inequality, fragmented health systems, and limited epidemiological data. Our objective was to review the epidemiology, awareness, and treatment landscape of PsO, AD, HS, and AA in Latin America, highlighting regional guidelines, real-world studies, and unmet needs. A narrative review was performed by integrating data from peer-reviewed publications, national and regional guidelines, registry analyses, and real-world studies published until 2025. The prevalence of PsO in LA ranges from 0.5% to 2%, AD affects 2-3% of adults, HS prevalence is estimated at 0.3-0.5%, and AA lifetime risk approximates 1-2%. Across conditions, awareness among patients and non-specialists remains low, contributing to delayed diagnosis and undertreatment. National guidelines, recently updated in Argentina, Brazil, Colombia, and Mexico, broadly align with international standards, adapting recommendations to local resource and reimbursement constraints. Biologic and targeted therapies have transformed disease management; however, access remains inequitable, limited by high costs, fragmented insurance systems, and slow regulatory approval processes. Emerging real-world evidence from registries such as MEASURE-AD, RENAAC (AA), and national HS cohorts confirms therapeutic benefit but highlights persistent disparities and data gaps. Despite major advances in therapeutic innovation, LA faces continuing inequities in access and outcomes for inflammatory skin diseases. Coordinated regional registries, harmonized clinical guidelines, and policy reforms to accelerate drug approval and reimbursement are essential to achieve equitable dermatologic care.",clinical_comorbidity
41466821,2025,Global Trends and Future Predictions of Psoriasis Burden: Insights from the GBD 2021 Study.,"Psoriasis is a common chronic inflammatory skin disorder, and the global burden of psoriasis has not been fully disclosed. We extracted prevalence, incidence and disability-adjusted life years (DALYs) for psoriasis from 1990 to 2021 in Global Burden of Disease (GBD) and predicted trends in the next 15 years though ARIMA model. Globally, age-standardized incidence rate (ASIR) of psoriasis increased from 57 cases/100,000 people (95% CI: 55.3~58.8) in 1990 to 62 cases/100,000 people (95% CI: 60.1~63.9) in 2021. Age-standardized prevalence rate (ASPR) and age-standardized disability-adjusted life year rate (ASDR) exhibited similar trends of increases. The global ASIR, ASPR, and ASDR for males were significantly higher than females. In 2021, ASIR peaked in the 55-69 ages, while ASPR and ASDR reached peaks between the ages of 65-74. Regionally, ASPR, ASIR, and ASDR in 2021 were highest in high Socio-demographic index (SDI) regions. The highest global regions and countries of ASPR, ASIR and ASDR were Western Europe and Germany, respectively. The East Asia region and Republic of Equatorial Guinea showed most significant growth in these psoriasis indicators since 1990. Furthermore, there was a significant increase in ASIR (8.06%), ASPR (8.14%), and ASDR (13.64%) of global psoriasis over the next 15 years. Global burden of psoriasis is expected to continuously increase, and strengthening risk-factor management and prioritizing high-risk subgroups (males, elderly, high SDI regions and Western Europe, etc) will be essential for region-specific strategies and future healthcare planning.","Global Trends and Future Predictions of Psoriasis Burden: Insights from the GBD 2021 Study. Psoriasis is a common chronic inflammatory skin disorder, and the global burden of psoriasis has not been fully disclosed. We extracted prevalence, incidence and disability-adjusted life years (DALYs) for psoriasis from 1990 to 2021 in Global Burden of Disease (GBD) and predicted trends in the next 15 years though ARIMA model. Globally, age-standardized incidence rate (ASIR) of psoriasis increased from 57 cases/100,000 people (95% CI: 55.3~58.8) in 1990 to 62 cases/100,000 people (95% CI: 60.1~63.9) in 2021. Age-standardized prevalence rate (ASPR) and age-standardized disability-adjusted life year rate (ASDR) exhibited similar trends of increases. The global ASIR, ASPR, and ASDR for males were significantly higher than females. In 2021, ASIR peaked in the 55-69 ages, while ASPR and ASDR reached peaks between the ages of 65-74. Regionally, ASPR, ASIR, and ASDR in 2021 were highest in high Socio-demographic index (SDI) regions. The highest global regions and countries of ASPR, ASIR and ASDR were Western Europe and Germany, respectively. The East Asia region and Republic of Equatorial Guinea showed most significant growth in these psoriasis indicators since 1990. Furthermore, there was a significant increase in ASIR (8.06%), ASPR (8.14%), and ASDR (13.64%) of global psoriasis over the next 15 years. Global burden of psoriasis is expected to continuously increase, and strengthening risk-factor management and prioritizing high-risk subgroups (males, elderly, high SDI regions and Western Europe, etc) will be essential for region-specific strategies and future healthcare planning.",immune_inflammation
41466578,2025,"Glucagon-Like Peptide-1 Receptor Agonists, Sodium-Glucose Cotransporter-2 Inhibitors, and Risk of Autoimmune Rheumatic Diseases.","GLP-1 receptor agonists (GLP-1RAs) and SGLT2 inhibitors (SGLT2is) facilitate weight loss and exhibit immunomodulatory effects, but their impact on the risk of developing autoimmune rheumatic diseases (ARDs) is unclear. We compared ARD incidence following initiation of GLP-1RAs, or SGLT2is, vs. a weight-neutral comparator (DPP4 inhibitors, DPP4is). We performed a population-based cohort study using administrative health data from a Canadian province with universal healthcare. We included adults with type 2 diabetes (T2D) and no prior ARD initiating a GLP-1RA, SGLT2i, or DPP4i between 2014/01/01 and 2022/12/31. Incident ARD cases, including rheumatoid arthritis, psoriatic disease, axial spondyloarthritis, and systemic ARDs (SARDs; systemic lupus erythematosus, systemic sclerosis, Sjögren's disease, idiopathic inflammatory myopathies, and systemic vasculitides), were identified using validated algorithms. Propensity score (PS) weighting was used to balance cohorts at treatment initiation, then hazard ratios (HRs) were estimated using Cox regression. Among 229,300 adults, 49,514 initiated GLP-1RAs, 101,925 initiated SGLT2is, and 77,861 initiated DPP4is. After PS weighting, ARD incidence per 10,000 person-years was 29.1 (95% CI, 23.5-35.5) with GLP-1RAs, 24.4 (19.8-29.7) with SGLT2is, and 27.3 (22.1-33.4) with DPP4is. Mean follow-up was 1.3-1.6 years. Relative to DPP4is, adjusted HRs of ARD were 1.04 (0.81-1.33) with GLP-1RAs and 0.93 (0.75-1.16) with SGLT2is. Risk of SARDs, but not other diseases, was lower with SGLT2is vs. DPP4is (aHR, 0.51 [0.31-0.84]). Neither GLP-1RA nor SGLT2i treatment was associated with lower ARD risk vs. DPP4is in adults with T2D; however, SGLT2i use was associated with significantly lower risk of SARDs, warranting further study.","Glucagon-Like Peptide-1 Receptor Agonists, Sodium-Glucose Cotransporter-2 Inhibitors, and Risk of Autoimmune Rheumatic Diseases. GLP-1 receptor agonists (GLP-1RAs) and SGLT2 inhibitors (SGLT2is) facilitate weight loss and exhibit immunomodulatory effects, but their impact on the risk of developing autoimmune rheumatic diseases (ARDs) is unclear. We compared ARD incidence following initiation of GLP-1RAs, or SGLT2is, vs. a weight-neutral comparator (DPP4 inhibitors, DPP4is). We performed a population-based cohort study using administrative health data from a Canadian province with universal healthcare. We included adults with type 2 diabetes (T2D) and no prior ARD initiating a GLP-1RA, SGLT2i, or DPP4i between 2014/01/01 and 2022/12/31. Incident ARD cases, including rheumatoid arthritis, psoriatic disease, axial spondyloarthritis, and systemic ARDs (SARDs; systemic lupus erythematosus, systemic sclerosis, Sjögren's disease, idiopathic inflammatory myopathies, and systemic vasculitides), were identified using validated algorithms. Propensity score (PS) weighting was used to balance cohorts at treatment initiation, then hazard ratios (HRs) were estimated using Cox regression. Among 229,300 adults, 49,514 initiated GLP-1RAs, 101,925 initiated SGLT2is, and 77,861 initiated DPP4is. After PS weighting, ARD incidence per 10,000 person-years was 29.1 (95% CI, 23.5-35.5) with GLP-1RAs, 24.4 (19.8-29.7) with SGLT2is, and 27.3 (22.1-33.4) with DPP4is. Mean follow-up was 1.3-1.6 years. Relative to DPP4is, adjusted HRs of ARD were 1.04 (0.81-1.33) with GLP-1RAs and 0.93 (0.75-1.16) with SGLT2is. Risk of SARDs, but not other diseases, was lower with SGLT2is vs. DPP4is (aHR, 0.51 [0.31-0.84]). Neither GLP-1RA nor SGLT2i treatment was associated with lower ARD risk vs. DPP4is in adults with T2D; however, SGLT2i use was associated with significantly lower risk of SARDs, warranting further study.",immune_inflammation
41465997,2025,Ultrasound-guided attenuation parameter for hepatic steatosis quantification in psoriasis: a retrospective cohort study: Quantitatively evaluate of hepatic steatosis.,"Ultrasound-guided attenuation parameter (UGAP), a validated hepatic steatosis quantification modality, demonstrates superior diagnostic accuracy in metabolic dysfunction-associated fatty liver disease (MAFLD). This study aimed to evaluate the occurrence and characteristics of hepatic steatosis in patients with psoriasis by UGAP. Psoriatic inpatients (March-October 2023) at Binzhou Medical University Hospital were enrolled, excluding those with secondary chronic liver disease etiologies. The control group, recruited from nonpsoriasis physical examiners, were matched for gender, age, and body mass index (BMI). The UGAP of all participants were measured. A total of 86 participants were included in this study, among whom 61 were patients with psoriasis and 25 were in the control group. The UGAP values of psoriasis patients were significantly higher than those of the nonpsoriasis group (0.65 vs 0.60, P = .01). Psoriasis severity index (PASI)-stratified analysis revealed severe psoriasis patients demonstrated prolonged disease duration and elevated UGAP versus mild-to-moderate counterparts (0.69 vs 0.63, P = .03). Spearman correlation analysis showed that in the psoriasis population, the correlation coefficient between the PASI scores and the UGAP values was 0.42 (P < .001). Age and UGAP values were significant predictors of a higher PASI score independent of gender, age at onset, duration of psoriasis and BMI. A bidirectional connection exists between hepatic steatosis and psoriasis progression. UGAP, as a promising quantitative assessment tool for hepatic steatosis, demonstrates significant correlations with psoriasis severity indices. This modality sensitively reflects the gradation of hepatic lipid deposition in psoriatic patients and exhibits predictive value for disease progression.","Ultrasound-guided attenuation parameter for hepatic steatosis quantification in psoriasis: a retrospective cohort study: Quantitatively evaluate of hepatic steatosis. Ultrasound-guided attenuation parameter (UGAP), a validated hepatic steatosis quantification modality, demonstrates superior diagnostic accuracy in metabolic dysfunction-associated fatty liver disease (MAFLD). This study aimed to evaluate the occurrence and characteristics of hepatic steatosis in patients with psoriasis by UGAP. Psoriatic inpatients (March-October 2023) at Binzhou Medical University Hospital were enrolled, excluding those with secondary chronic liver disease etiologies. The control group, recruited from nonpsoriasis physical examiners, were matched for gender, age, and body mass index (BMI). The UGAP of all participants were measured. A total of 86 participants were included in this study, among whom 61 were patients with psoriasis and 25 were in the control group. The UGAP values of psoriasis patients were significantly higher than those of the nonpsoriasis group (0.65 vs 0.60, P = .01). Psoriasis severity index (PASI)-stratified analysis revealed severe psoriasis patients demonstrated prolonged disease duration and elevated UGAP versus mild-to-moderate counterparts (0.69 vs 0.63, P = .03). Spearman correlation analysis showed that in the psoriasis population, the correlation coefficient between the PASI scores and the UGAP values was 0.42 (P < .001). Age and UGAP values were significant predictors of a higher PASI score independent of gender, age at onset, duration of psoriasis and BMI. A bidirectional connection exists between hepatic steatosis and psoriasis progression. UGAP, as a promising quantitative assessment tool for hepatic steatosis, demonstrates significant correlations with psoriasis severity indices. This modality sensitively reflects the gradation of hepatic lipid deposition in psoriatic patients and exhibits predictive value for disease progression.",clinical_comorbidity
